91	ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane	1
92	this is a gorgeous film vivid with color , music and life	1
93	playing a role of almost bergmanesque intensity bisset is both convincing and radiant	1
94	the trappings of i spy are so familiar you might as well be watching a rerun	0
95	it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film	1
96	leigh makes these lives count	1
97	ambitious , unsettling psychodrama that takes full , chilling advantage of its rough around the edges , low budget constraints	1
98	the woodman seems to have directly influenced this girl meets girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring	1
99	i could n't recommend this film more	1
101	you can taste it , but there 's no fizz	0
102	a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either	0
103	a moving tale of love and destruction in unexpected places , unexamined lives	1
104	it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing	1
106	and that is where ararat went astray	0
107	vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role	1
108	clockstoppers is one of those crazy , mixed up films that does n't know what it wants to be when it grows up	0
109	sandra bullock , despite downplaying her good looks , carries a little too much ai n't she cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	0
110	it 's mostly a pleasure to watch	1
111	its spirit of iconoclastic abandon however canned makes for unexpectedly giddy viewing	1
112	a kilted jackson is an unsettling sight , and indicative of his , if you will , out of kilter character , who rambles aimlessly through ill conceived action pieces	0
113	i did n't find much fascination in the swinging	0
114	this is no `` waterboy ! ''	0
115	but the nerve raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment	1
116	baby faced renner is eerily convincing as this bland blank of a man with unimaginable demons within	1
117	the kind of primal storytelling that george lucas can only dream of	1
118	uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year	1
119	the irwins ' scenes are fascinating the movie as a whole is cheap junk and an insult to their death defying efforts	0
120	it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni	0
122	by turns fanciful , grisly and engagingly quixotic	1
125	those who want to be jolted out of their gourd should drop everything and run to ichi	1
126	mr deeds is , as comedy goes , very silly and in the best way	1
127	this amiable picture talks tough , but it 's all bluster in the end it 's as sweet as greenfingers	1
128	my little eye is the best little `` horror '' movie i 've seen in years	1
129	the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt trip parents	0
130	it may work as a jaunt down memory lane for teens and young adults who grew up on televised scooby doo shows or reruns	1
131	suffers from a flat script and a low budget	0
132	the movie is well done , but slow	0
133	the master of disguise is awful	0
134	the film is one of the year 's best	1
137	the three leads produce adequate performances , but what 's missing from this material is any depth of feeling	0
138	`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something	0
139	the most surprising thing about this film is that they are actually releasing it into theaters	0
140	one resurrection too many	0
141	oh , look at that clever angle !	1
143	for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them	1
144	the casting of raymond j barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary	1
147	a rollicking ride , with jaw dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending	1
150	a triumph , a film that hews out a world and carries us effortlessly from darkness to light	1
151	steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life	1
153	not only a reminder of how they used to make movies , but also how they sometimes still can be made	1
154	the dragons are the real stars of reign of fire and you wo n't be disappointed	1
155	if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment	0
157	scherfig , who has had a successful career in tv , tackles more than she can handle	0
159	by the end of the movie , you 're definitely convinced that these women are spectacular	1
162	essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987	0
163	it does n't really know or care about the characters , and uses them as markers for a series of preordained events	0
165	even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth	1
166	lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings	0
167	every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat	1
168	the imax screen enhances the personal touch of manual animation	1
169	coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings	0
170	as pedestrian as they come	0
171	why , you may ask , why should you buy the movie milk when the tv cow is free ?	0
173	that 's fun for kids of any age	1
175	a colorful , joyous celebration of life a tapestry woven of romance , dancing , singing , and unforgettable characters	1
177	the premise of jason x is silly but strangely believable	1
179	chelsea walls is a case of too many chefs fussing over too weak a recipe	0
180	the cast keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired	1
181	lrb the kid 's rrb just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow	0
182	contradicts everything we 've come to expect from movies nowadays	1
184	the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal	0
185	the solid filmmaking and convincing characters makes this a high water mark for this genre	1
186	the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away	1
188	funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking	1
193	you would n't want to live waydowntown , but it is a hilarious place to visit	1
194	the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process	1
195	there 's not one decent performance from the cast and not one clever line of dialogue	0
196	translation ` we do n't need to try very hard '	0
197	return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages	1
199	caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose	1
200	a captivating and intimate study about dying and loving	1
201	oversexed , at times overwrought comedy drama that offers little insight into the experience of being forty , female and single	0
202	the world needs more filmmakers with passionate enthusiasms like martin scorsese	1
203	the director seems to take an unseemly pleasure in lrb the characters ' rrb misery and at the same time to congratulate himself for having the guts to confront it	0
204	the history is fascinating the action is dazzling	1
205	the unexpected thing is that its dying , in this shower of black and white psychedelia , is quite beautiful	1
206	i also believe that resident evil is not it	0
207	offers a clear eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film	1
208	meeting , even exceeding expectations , it 's the best sequel since the empire strikes back a majestic achievement , an epic of astonishing grandeur and surprising emotional depth	1
209	while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds	1
210	not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season	1
211	may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence	0
212	death to smoochy tells a moldy oldie , not nearly as nasty as it thinks it is joke	0
213	spielberg 's picture is smarter and subtler than lrb total recall and blade runner rrb , although its plot may prove too convoluted for fun seeking summer audiences	1
215	smaller numbered kidlets will enjoy	1
216	offers no new insight on the matter , nor do its characters exactly spring to life	0
217	i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking	0
218	the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice	0
219	the characters are more deeply thought through than in most ` right thinking ' films	1
220	these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that	1
221	with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard	0
222	the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious	0
224	much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice	1
225	one of the best looking and stylish animated movies in quite a while	1
227	it 's good , hard edged stuff , violent and a bit exploitative but also nicely done , morally alert and street smart	1
228	sayles once again strands his superb performers in the same old story	0
229	high crimes carries almost no organic intrigue as a government marine legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old hat province of male intrigue	0
230	nicole kidman makes it a party worth attending	1
233	shatner is probably the funniest person in the film , which gives you an idea just how bad it was	0
234	this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie	0
237	it might be ` easier ' to watch on video at home , but that should n't stop die hard french film connoisseurs from going out and enjoying the big screen experience	1
238	lrb reno rrb delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well balanced fashion	1
239	rich in atmosphere of the post war art world , it manages to instruct without reeking of research library dust	1
240	more good than great but freeman and judd make it work	1
241	it 's nice to see piscopo again after all these years , and chaykin and headly are priceless	1
242	never again , while nothing special , is pleasant , diverting and modest definitely a step in the right direction	1
243	if the last man were the last movie left on earth , there would be a toss up between presiding over the end of cinema as we know it and another night of delightful hand shadows	0
245	this is an interesting movie ! ''	1
247	the movie is almost completely lacking in suspense , surprise and consistent emotional conviction	0
248	the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon bourne or his predicament	0
250	this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short	1
251	yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture perfect life but world traveler gave me no reason to care , so i did n't	0
252	that the film opens with maggots crawling on a dead dog is not an out of place metaphor	0
253	if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in and making you sweat	1
254	drumline ably captures the complicated relationships in a marching band	1
256	it 's a drag how nettelbeck sees working women or at least this working woman for whom she shows little understanding	0
257	nothing about this movie works	0
258	a solidly entertaining little film	1
260	although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel	1
261	a hit and miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped	0
262	this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery	1
263	hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang raped ?	0
264	it makes compelling , provocative and prescient viewing	1
265	a flawed but engrossing thriller	1
266	never comes together as a coherent whole	0
268	what sets ms birot 's film apart from others in the genre is a greater attention to the parents and particularly the fateful fathers in the emotional evolution of the two bewitched adolescents	1
269	like most of jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand	0
270	it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout	1
271	one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm	1
272	not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're doing it for the cash ' sequel were	0
273	i have to admit that i am baffled by jason x	0
277	that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly ''	0
278	but the movie that does n't really deliver for country music fans or for family audiences	0
280	generates an enormous feeling of empathy for its characters	1
281	the low key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love	1
282	those prone to indignation need not apply those susceptible to blue hilarity , step right up	1
283	an intriguing look at the french film industry during the german occupation its most delightful moments come when various characters express their quirky inner selves	1
284	would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman '	1
286	no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half	0
287	woody allen can write and deliver a one liner as well as anybody	1
288	the most consistently funny of the austin powers films	1
289	it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen	1
290	paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble in the ghetto flicks	1
292	the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine	0
293	amazingly lame	0
294	not even felinni would know what to make of this italian freakshow	0
295	garc a bernal and talanc n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out	1
296	but certainly hard to hate	1
297	finely crafted , finely written , exquisitely performed	1
299	the story is a rather simplistic one grief drives her , love drives him , and a second chance to find love in the most unlikely place it struck a chord in me	1
300	a cockeyed shot all the way	0
301	clare peploe 's airless movie adaptation could use a little american pie like irreverence	0
302	a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy	0
303	a cutesy romantic tale with a twist	1
304	about one in three gags in white 's intermittently wise script hits its mark the rest are padding unashamedly appropriated from the teen exploitation playbook	0
305	it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting	0
307	enough said , except film overboard !	0
308	a suffocating rape payback horror show that hinges on the subgenre 's most enabling victim and an ebullient affection for industrial model meat freezers	1
309	while we no longer possess the lack of attention span that we did at seventeen , we had no trouble sitting for blade ii	1
310	a collage of clich s and a dim echo of allusions to other films	0
311	combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural why did n't hollywood think of this sooner ?	1
312	if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about	0
313	the screenplay by james eric , james horton and director peter o'fallon is so pat it makes your teeth hurt	0
314	i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment	0
316	an elegant work , food of love is as consistently engaging as it is revealing	1
317	the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze	1
318	a weak and ineffective ghost story without a conclusion or pay off	0
320	the film never finds its tone and several scenes run too long	0
321	suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands	0
322	it 's not a motion picture it 's an utterly static picture	0
324	the film is bright and flashy in all the right ways	1
325	a brisk , reverent , and subtly different sequel	1
326	a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters	1
329	a cautionary tale about the folly of superficiality that is itself endlessly superficial	0
330	quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance	0
331	i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes	0
332	in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate	0
333	it 's refreshing to see a movie that embraces its old fashioned themes and in the process comes out looking like something wholly original	1
334	it must be the end of the world the best film so far this year is a franchise sequel starring wesley snipes	1
335	boomers and their kids will have a barrie good time	1
337	if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes	0
338	been there , done that a thousand times already , and better	0
339	an infuriating film	0
340	a film with a great premise but only a great premise	1
341	seagal ran out of movies years ago , and this is just the proof	0
342	a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship	0
343	the fetid underbelly of fame has never looked uglier	0
346	what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance	1
347	sweet home alabama is n't going to win any academy awards , but this date night diversion will definitely win some hearts	1
348	it 's a satisfying summer blockbuster and worth a look	1
349	a party hearty teen flick that scalds like acid	0
350	the movie is very funny as you peek at it through the fingers in front of your eyes	1
351	while the story is better focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth vampire , tortured woe is me lifestyle	0
352	originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller	1
353	like mike is a slight and uninventive movie like the exalted michael jordan referred to in the title , many can aspire but none can equal	0
354	the cast , collectively a successful example of the lovable loser protagonist , shows deft comic timing	1
355	a grittily beautiful film that looks , sounds , and feels more like an extended , open ended poem than a traditionally structured story	1
356	strangely comes off as a kingdom more mild than wild	1
357	a few hours after you 've seen it , you forget you 've been to the movies	0
359	the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything	0
360	peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience	1
361	manages to accomplish what few sequels can it equals the original and in some ways even betters it	1
362	the end result is like cold porridge with only the odd enjoyably chewy lump	0
363	it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl on girl action	0
364	despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship	1
365	that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies	0
366	a fleet footed and pleasingly upbeat family diversion	1
367	australian filmmaker david flatman uses the huge screen format to make an old fashioned nature film that educates viewers with words and pictures while entertaining them	1
368	`` mr deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought	1
369	lame sweet home leaves no southern stereotype unturned	0
370	rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories	0
372	yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family	0
373	you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie	0
374	mr scorsese 's bravery and integrity in advancing this vision can hardly be underestimated	1
375	more intellectually scary than dramatically involving	0
376	the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast ''	0
377	fun and nimble	1
380	what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge	0
383	polanski has found the perfect material with which to address his own world war ii experience in his signature style	1
384	the main story is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish	0
385	the film boasts at least a few good ideas and features some decent performances , but the result is disappointing	1
387	if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion	1
388	top notch action powers this romantic drama	1
389	roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' it is more than merely a holocaust movie	1
391	confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture	1
393	takes a simple premise and carries it to unexpected heights	1
394	` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism '	0
397	a good film with a solid pedigree both in front of and , more specifically , behind the camera	1
400	since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche	0
401	leigh is n't breaking new ground , but he knows how a daily grind can kill love	1
402	the master of disguise represents adam sandler 's latest attempt to dumb down the universe	0
403	i ca n't say this enough this movie is about an adult male dressed in pink jammies	0
404	lrb a rrb boldly stroked , luridly coloured , uni dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain	0
405	once one experiences mr haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else	0
406	with so many bad romances out there , this is the kind of movie that deserves a chance to shine	1
407	about schmidt is undoubtedly one of the finest films of the year	1
409	i also wanted a little alien as a friend !	1
410	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them	1
411	for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league	0
412	juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th century prose behind her childlike smile	1
413	most of the storylines feel like time fillers between surf shots	0
414	a powerful performance from mel gibson and a brutal 90 minute battle sequence that does everything but issue you a dog tag and an m 16	1
415	woody allen has really found his groove these days	1
416	the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry	0
418	what might have been acceptable on the printed page of iles ' book does not translate well to the screen	0
419	ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin	0
420	director david fincher and writer david koepp ca n't sustain it	0
421	mckay shows crushingly little curiosity about , or is ill equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative	0
422	what lifts the film high above run of the filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map	1
423	it gets the details of its time frame right but it completely misses its emotions	0
425	what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance	0
427	it 's refreshing that someone understands the need for the bad boy diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly	1
428	for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1 2 hour running time	0
429	with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout by which time it 's impossible to care who wins	0
430	clooney directs this film always keeping the balance between the fantastic and the believable	1
431	happy times maintains an appealing veneer without becoming too cute about it	1
432	tv skit com material fervently deposited on the big screen	0
433	a compelling film	1
434	the film 's unhurried pace is actually one of its strengths	1
435	it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time	1
436	most of the things that made the original men in black such a pleasure are still there	1
437	cold , sterile and lacking any color or warmth	0
438	a ` girls gone wild ' video for the boho art house crowd , the burning sensation is n't a definitive counter cultural document its makers are n't removed and inquisitive enough for that	0
439	the movie feels stitched together from stock situations and characters from other movies	0
440	with an obvious rapport with her actors and a striking style behind the camera , h l ne angel is definitely a director to watch	1
441	a deft , delightful mix of sulky teen drama and overcoming obstacles sports movie triumph	1
443	there 's nothing to gain from watching they	0
444	debut effort by `` project greenlight '' winner is sappy and amateurish	0
445	your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !	1
446	an absurdist spider web	0
447	a journey that is as difficult for the audience to take as it is for the protagonist yet it 's potentially just as rewarding	1
448	rather less than the sum of its underventilated p re fils confrontations	0
449	an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else	1
450	stay away	0
451	contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii	0
452	skip this dreck , rent animal house and go back to the source	0
454	if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for	1
455	the film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations	1
457	it 's sort of a 21st century morality play with a latino hip hop beat	1
458	should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie	0
459	decent but dull	0
460	get out your pooper scoopers	0
461	humor in i spy is so anemic	0
463	try as you might to resist , if you 've got a place in your heart for smokey robinson , this movie will worm its way there	1
466	this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success	1
467	this is a movie where the most notable observation is how long you 've been sitting still	0
468	technically and artistically inept	0
470	trouble every day is a success in some sense , but it 's hard to like a film so cold and dead	0
471	stumbles over every cheap trick in the book trying to make the outrage come even easier	0
472	in all the annals of the movies , few films have been this odd , inexplicable and unpleasant	0
473	allen 's funniest and most likeable movie in years	1
474	highly uneven and inconsistent margarita happy hour kinda resembles the el cheapo margaritas served within	0
475	the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable	0
476	the scriptwriters are no less a menace to society than the film 's characters	0
477	a big budget all star movie as unblinkingly pure as the hours is a distinct rarity , and an event	1
478	an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar	1
479	even as the hero of the story rediscovers his passion in life , the mood remains oddly detached	0
480	deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world	1
481	a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender 9 and 93 minutes of unrecoverable life	0
482	not once does it come close to being exciting	0
483	it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid '90s	0
484	the film is hampered by its predictable plot and paper thin supporting characters	0
485	standard guns versus martial arts cliche with little new added	1
